  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      465        1.277        4.838            0      319.622      392.668      113.549
      466        1.310        4.791            0      316.704      386.940      104.787
      467        1.196        4.866            0      320.725      389.577      107.088
      468        1.069        4.786            0      315.899      370.780      107.484
      469        1.068        4.783            0      315.714      390.343      108.817
      470        1.281        4.796            0      317.094      365.043      102.518
      471        1.320        4.867            0      320.769      364.671      114.984
      472        1.043        4.813            0      316.788      377.432      108.764
      473        1.166        4.849            0      318.791      361.887      108.740
      474        1.214        4.834            0      316.169      356.832      105.145
      475        1.150        4.838            0      320.254      344.221      105.918
      476        1.285        4.847            0      317.860      376.060      105.769
      477        1.100        4.793            0      317.870      364.223      108.168
      478        1.279        4.806            0      315.618      363.067      109.025
      479        1.154        4.853            0      317.982      361.868      110.018
      480        1.285        4.778            0      317.490      380.798      106.966
      481        1.217        4.790            0      318.729      375.401      106.241
      482        1.235        4.808            0      316.980      378.259      111.027
      483        1.054        4.785            0      315.257      392.621      107.901
      484        1.191        4.831            0      320.584      408.077      108.060
      485        1.226        4.847            0      317.874      393.022      108.449
      486        1.144        4.824            0      317.633      390.549      104.971
      487        1.287        4.747            0      314.338      412.748      101.517
      488        1.433        4.819            0      318.989      371.088      106.156
      489        1.082        4.755            0      314.473      384.640      105.935
      490        1.149        4.738            0      317.723      416.175      111.579
      491        1.240        4.877            0      318.474      374.239      102.658
      492        1.294        4.800            0      319.288      375.367      106.328
      493        1.274        4.786            0      317.642      366.964      105.905
      494        1.218        4.856            0      317.868      378.886      109.707
      495        1.314        4.799            0      317.089      373.013      105.768
      496        1.227        4.840            0      317.766      360.326      103.865
      497        1.343        4.785            0      316.944      382.603      107.572
      498        1.098        4.801            0      317.719      364.100      105.189
      499        1.345        4.800            0      319.931      374.782      112.325
      500        1.171        4.874            0      319.258      376.426      109.022
      501        1.085        4.771            0      314.654      395.659      105.449
      502        1.132        4.799            0      317.789      373.690      110.052
      503        1.291        4.785            0      318.204      363.942      104.796
      504        1.284        4.810            0      315.965      371.559      105.677
      505        1.220        4.720            0      315.504      365.536      107.167
      506        1.412        4.869            0      320.474      369.508      111.083
      507        1.360        4.782            0      317.364      373.062      103.810
      508        1.093        4.821            0      319.032      359.438      106.973
      509        1.307        4.805            0      317.362      369.024      106.437
      510        1.224        4.873            0      319.425      378.728      108.755
